id,level,spec_section,class,verdict,evidence,owning_tickets,tests,adrs,risk_rows,routing,note
SIG-METRIC-008b,MAY,32.5 Completeness estimation — and why capture–recapture is ,covered+tested,MET,tests/inference/test_completeness.py:9;inference/src/inference/completeness.py:15,—,tests/inference/test_completeness.py:9,ADR-038,—,—,
SIG-METRIC-009,MUST,32.5 Completeness estimation — and why capture–recapture is ,covered+tested,MET,tests/inference/test_completeness.py:10;web/tests/unit/metrics.test.ts:29;inference/src/inference/completeness.py:22,—,tests/inference/test_completeness.py:10,ADR-038;ADR-053,—,—,
SIG-METRIC-010,MUST,32.5 Completeness estimation — and why capture–recapture is ,covered+tested,MET,tests/inference/test_completeness.py:40;web/tests/unit/metrics.test.ts:35;inference/src/inference/completeness.py:26,—,tests/inference/test_completeness.py:40,ADR-038;ADR-053,—,—,
SIG-METRIC-011,MUST,32.6 Ecosystem leverage metrics,covered+untested,MET,tasks/src/tasks/contribution.py:381,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-001,MUST,8.1 The six-layer model,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:714,P02.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-ONTO-002,MUST,8.1 The six-layer model,covered+untested,MET,db/deploy/inference_schema.sql:6,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-003,MUST,8.2 The critical separation: L2 holds no facts,covered+untested,MET,ontology/generated/pydantic/sig_models.py:1198,P18.1,—,ADR-056,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-004,MUST,8.2 The critical separation: L2 holds no facts,covered+untested,MET,docs/2_canonical_design_spec.md:777,—,—,—,—,—,denormalized L3 read models = domain_entities projections (db/deploy/domain_entities.sql)
SIG-ONTO-005,MUST,8.3 The domain layers (what the sources look like),process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:799,—,—,—,—,accepted,architectural invariant (layer separation / reconciliation-not-authority) enforced by the six-layer model + schema; not cited by id
SIG-ONTO-006,MUST,8.3 The domain layers (what the sources look like),process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:804,—,—,—,—,accepted,architectural invariant (layer separation / reconciliation-not-authority) enforced by the six-layer model + schema; not cited by id
SIG-ONTO-007,MUST,8.4 What SIG stores versus what SIG references,covered+untested,MET,ADR-027,P04.2,—,ADR-027,—,—,"design recorded in ADR (ADR-027); implemented, not id-stamped in code"
SIG-ONTO-008,MUST,8.5 The reconciliation core,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:835,—,—,—,—,accepted,architectural invariant (layer separation / reconciliation-not-authority) enforced by the six-layer model + schema; not cited by id
SIG-ONTO-009,MUST,8.5 The reconciliation core,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:854,—,—,—,—,accepted,architectural invariant (layer separation / reconciliation-not-authority) enforced by the six-layer model + schema; not cited by id
SIG-ONTO-010,MUST,11.1 `Jurisdiction` **[NEW]**,covered+tested,MET,tests/ontology/test_schema_structure.py:100;resolution/src/resolution/jurisdiction.py:6,P01.1,tests/ontology/test_schema_structure.py:100,—,—,—,
SIG-ONTO-011,MUST,11.1 `Jurisdiction` **[NEW]**,covered+tested,MET,tests/resolution/test_jurisdiction.py:52;resolution/src/resolution/jurisdiction.py:33,P01.1,tests/resolution/test_jurisdiction.py:52,—,RISK-P3-01,—,
SIG-ONTO-012,MUST,11.2 `Organization`,covered+tested,MET,tests/resolution/test_identity.py:5;connectors/src/connectors/coarse_international.py:46,P01.1,tests/resolution/test_identity.py:5,—,—,—,
SIG-ONTO-013,MUST,11.2 `Organization`,covered+tested,MET,tests/resolution/test_identity.py:80;resolution/src/resolution/identity.py:13,P01.1,tests/resolution/test_identity.py:80,—,—,—,
SIG-ONTO-014,MUST,"11.3 `Person` **[NEW]**, and tightly constrained",covered+tested,MET,tests/ontology/test_schema_structure.py:136;db/deploy/domain_entities.sql:49,P01.1,tests/ontology/test_schema_structure.py:136,—,—,—,
SIG-ONTO-015,MUST,"11.3 `Person` **[NEW]**, and tightly constrained",covered+untested,MET,db/deploy/domain_entities.sql:49,P01.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-016,MUST,"11.3 `Person` **[NEW]**, and tightly constrained",covered+untested,MET,db/deploy/domain_entities.sql:49,P01.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-017,MUST,11.4 `Product`,covered+untested,MET,ontology/generated/pydantic/sig_models.py:1232,P01.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-018,MUST,11.4 `Product`,covered+tested,MET,tests/reconcile/test_additional.py:78;reconcile/src/reconcile/additional.py:16,P01.1,tests/reconcile/test_additional.py:78,—,—,—,
SIG-ONTO-019,MUST,11.5 `Technology`,covered+untested,MET,ontology/generated/pydantic/sig_models.py:1247,P01.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-020,MUST,11.5 `Technology`,covered+tested,MET,tests/ontology/test_vocabularies.py:29,P01.1,tests/ontology/test_vocabularies.py:29,—,—,—,
SIG-ONTO-021,MUST,11.5 `Technology`,covered+untested,MET,connectors/src/connectors/coarse_international.py:13,P01.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-022,MUST,11.5 `Technology`,covered+tested,MET,tests/support.py:57,P01.1,tests/support.py:57,—,—,—,
SIG-ONTO-023,MUST,"11.6 `Capability` — a verb grammar, not a noun list",covered+tested,MET,tests/ontology/test_vocabularies.py:45;db/deploy/domain_entities.sql:76,P01.1;P17.2,tests/ontology/test_vocabularies.py:45,—,—,—,
SIG-ONTO-024,MUST,"11.6 `Capability` — a verb grammar, not a noun list",covered+tested,MET,tests/ontology/test_vocabularies.py:53,P01.1,tests/ontology/test_vocabularies.py:53,—,—,—,
SIG-ONTO-025,MUST,"11.6 `Capability` — a verb grammar, not a noun list",covered+tested,MET,tests/ontology/test_vocabularies.py:55;db/deploy/domain_entities.sql:81,P01.1,tests/ontology/test_vocabularies.py:55,—,—,—,
SIG-ONTO-026,MUST,11.7 `Deployment`,covered+tested,MET,tests/ontology/generalization/test_stage5_acoustic_drone_location.py:24;ontology/generated/pydantic/sig_models.py:1270,P01.1;P17.2;P17.3,tests/ontology/generalization/test_stage5_acoustic_drone_location.py:24,—,—,—,
SIG-ONTO-027,MUST,11.8 `PhysicalAsset`,covered+tested,MET,tests/ontology/generalization/test_stage5_acoustic_drone_location.py:17;ontology/generated/pydantic/sig_models.py:1298,P01.1;P17.3,tests/ontology/generalization/test_stage5_acoustic_drone_location.py:17,—,—,—,
SIG-ONTO-028,MUST,11.8 `PhysicalAsset`,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:1703,P01.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-ONTO-029,MUST,11.9 `CandidateAsset` **[NEW]**,covered+untested,MET,db/deploy/domain_entities.sql:111,P01.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-030,MUST,11.9 `CandidateAsset` **[NEW]**,covered+untested,MET,ontology/generated/pydantic/sig_models.py:540,P01.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-031,MUST,11.10 `DataSystem`,covered+tested,MET,tests/ontology/generalization/test_stage5_acoustic_drone_location.py:309;ontology/generated/pydantic/sig_models.py:1335,P01.1;P17.1;P17.2;P17.3,tests/ontology/generalization/test_stage5_acoustic_drone_location.py:309,—,RISK-P17-06,—,
SIG-ONTO-032,MUST,11.11 `Contract`,covered+tested,MET,tests/connectors/test_procurement.py:8;connectors/src/connectors/procurement.py:19,P01.1;P07.3;P18.2,tests/connectors/test_procurement.py:8,ADR-035;ADR-057,RISK-P7-12;RISK-P18-08,—,
SIG-ONTO-033,MUST,11.12 `FundingInstrument` **[NEW]**,covered+tested,MET,tests/connectors/test_procurement.py:9;connectors/src/connectors/procurement.py:25,P01.1;P07.3,tests/connectors/test_procurement.py:9,ADR-035,RISK-P7-13,—,
SIG-ONTO-034,MUST,11.13 `Policy`,covered+tested,MET,tests/reconcile/test_policy_config.py:82;ontology/generated/pydantic/sig_models.py:1392,P01.1;P13.2,tests/reconcile/test_policy_config.py:82,ADR-046,RISK-P13-10,—,
SIG-ONTO-035,MUST,11.15 `ConfigurationState`,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:1845,P01.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-ONTO-035a,MUST,11.15 `ConfigurationState`,covered+untested,MET,ontology/generated/pydantic/sig_models.py:1428,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-036,MUST,11.15 `ConfigurationState`,covered+tested,MET,tests/reconcile/test_retention.py:60;reconcile/src/reconcile/retention.py:11,P01.1,tests/reconcile/test_retention.py:60,—,RISK-P8-07,—,
SIG-ONTO-037,MUST,11.16 `UsageAggregate`,covered+tested,MET,tests/ontology/test_schema_structure.py:231;ontology/generated/pydantic/sig_models.py:1450,P01.1;P12.1,tests/ontology/test_schema_structure.py:231,ADR-044,—,—,
SIG-ONTO-038,MUST,11.17 `AccountabilityEvent` and 11.18 `LegalProceeding`,covered+tested,MET,tests/connectors/test_accountability.py:7;connectors/src/connectors/accountability.py:17,P01.1;P13.1,tests/connectors/test_accountability.py:7,—,RISK-P13-01,—,
SIG-ONTO-039,MUST,11.17 `AccountabilityEvent` and 11.18 `LegalProceeding`,covered+tested,MET,tests/connectors/test_accountability.py:8;connectors/src/connectors/accountability.py:25,P01.1;P13.1,tests/connectors/test_accountability.py:8,—,RISK-P13-02,—,
SIG-ONTO-040,MUST,11.19 `RecordsRequest` **[NEW]**,covered+tested,MET,tests/connectors/test_records.py:7;connectors/src/connectors/records.py:24,P01.1;P07.2,tests/connectors/test_records.py:7,ADR-034,RISK-P7-07,—,
SIG-ONTO-041,MUST,12.1 Universal edge requirements,covered+tested,MET,tests/ontology/test_schema_structure.py:106;db/deploy/relationships.sql:31,P01.1;P17.2,tests/ontology/test_schema_structure.py:106,—,RISK-P17-06,—,
SIG-ONTO-042,MUST,12.2 The three sharing edge types that MUST NEVER be merged,covered+tested,MET,tests/connectors/test_audit_structural.py:244;connectors/src/connectors/flock_portal.py:37,P01.1;P11.1;P11.2;P12.2,tests/connectors/test_audit_structural.py:244,ADR-042;ADR-043;ADR-045,RISK-P12-08,—,
SIG-ONTO-043,MUST,12.2 The three sharing edge types that MUST NEVER be merged,covered+untested,MET,ADR-045,P01.1,—,ADR-045,—,—,"design recorded in ADR (ADR-045); implemented, not id-stamped in code"
SIG-ONTO-044,MUST,12.2 The three sharing edge types that MUST NEVER be merged,covered+tested,MET,tests/inference/test_access_paths.py:216;inference/src/inference/access_paths.py:200,P01.1,tests/inference/test_access_paths.py:216,ADR-045,—,—,
SIG-ONTO-045,MUST,12.3 Integration edges,covered+tested,MET,tests/ontology/test_schema_structure.py:112;db/deploy/relationships.sql:7,P01.1;P17.1,tests/ontology/test_schema_structure.py:112,—,—,—,
SIG-ONTO-046,MUST,12.3 Integration edges,covered+tested,MET,tests/ontology/generalization/test_stage5_federation.py:31;db/deploy/relationships.sql:30,P01.1;P17.1,tests/ontology/generalization/test_stage5_federation.py:31,—,—,—,
SIG-ONTO-047,MUST,"12.4 The role model: fourteen roles, not four",covered+tested,MET,tests/ontology/generalization/test_stage5_federation.py:20;ontology/generated/pydantic/sig_models.py:1714,P01.1;P17.1,tests/ontology/generalization/test_stage5_federation.py:20,—,—,—,
SIG-ONTO-048,MUST,"12.4 The role model: fourteen roles, not four",covered+untested,MET,ontology/generated/pydantic/sig_models.py:1714,P01.1;P17.1,—,—,RISK-P17-04;RISK-P17-12,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-049,MUST,12.5 `AccessRelationship`,covered+tested,MET,tests/ontology/generalization/test_generalization.py:76;ontology/generated/pydantic/sig_models.py:1070,P01.1;P12.2,tests/ontology/generalization/test_generalization.py:76,ADR-045,—,—,
SIG-ONTO-050,MUST,12.8 Prohibited edges,covered+tested,MET,tests/ontology/test_schema_structure.py:85,P01.1,tests/ontology/test_schema_structure.py:85,—,—,—,
SIG-ONTO-051,MUST,12.9 Mapping the twelve power properties,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2130,P01.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-ONTO-052,MUST,13.1 Technology (`domain` → `family` → `technology`),covered+tested,MET,tests/ontology/test_vocabularies.py:24,P01.1,tests/ontology/test_vocabularies.py:24,—,—,—,
SIG-ONTO-052a,MUST,13.1 Technology (`domain` → `family` → `technology`),covered+tested,MET,tests/ontology/test_vocabularies.py:19;ontology/src/ontology/generate.py:428,—,tests/ontology/test_vocabularies.py:19,—,—,—,
SIG-ONTO-053,MUST,13.1 Technology (`domain` → `family` → `technology`),covered+tested,MET,tests/ontology/test_vocabularies.py:59,P01.1,tests/ontology/test_vocabularies.py:59,—,—,—,
SIG-ONTO-054,MUST,13.1 Technology (`domain` → `family` → `technology`),covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2186,P01.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-ONTO-055,MUST,13.1 Technology (`domain` → `family` → `technology`),covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2187,P01.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-ONTO-056,MUST,13.1 Technology (`domain` → `family` → `technology`),covered+tested,MET,tests/ontology/test_vocabularies.py:34;db/deploy/domain_entities.sql:67,P01.1,tests/ontology/test_vocabularies.py:34,—,—,—,
SIG-ONTO-057,MUST,13.1 Technology (`domain` → `family` → `technology`),covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2195,P01.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-ONTO-057a,SHOULD,13.1 Technology (`domain` → `family` → `technology`),covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2200,—,—,—,—,P20.1:backlog,SHOULD align own taxonomy to an external one (SKOS mappings exist); per-external alignment unverified
SIG-ONTO-058,MUST,13.1 Technology (`domain` → `family` → `technology`),covered+untested,MET,ADR-028,P01.1,—,ADR-028,—,—,"design recorded in ADR (ADR-028); implemented, not id-stamped in code"
SIG-ONTO-059,MUST,13.1 Technology (`domain` → `family` → `technology`),covered+tested,MET,tests/connectors/test_atlas.py:233;connectors/src/connectors/atlas.py:34,P01.1;P04.3,tests/connectors/test_atlas.py:233,ADR-028,—,—,
SIG-ONTO-060,MUST,13.2 Capability (`verb.object.scope`),covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2230,P01.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-ONTO-061,MUST,13.4 Deployment lifecycle — four orthogonal tracks,covered+tested,MET,tests/db/test_schema_integrity.py:47;db/deploy/domain_entities.sql:87,P01.1,tests/db/test_schema_integrity.py:47,—,—,—,
SIG-ONTO-062,MUST,13.4 Deployment lifecycle — four orthogonal tracks,covered+untested,MET,ontology/generated/pydantic/sig_models.py:365,P01.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-063,MUST,13.4 Deployment lifecycle — four orthogonal tracks,covered+untested,MET,ontology/generated/pydantic/sig_models.py:344,P01.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-ONTO-064,MUST,13.4 Deployment lifecycle — four orthogonal tracks,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2287,P01.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-ONTO-065,MUST,13.4 Deployment lifecycle — four orthogonal tracks,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2292,P01.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-ONTO-066,MUST,13.6 Predicates,covered+tested,MET,tests/ontology/test_predicate_registry.py:4;reconcile/src/reconcile/weight.py:183,P01.1,tests/ontology/test_predicate_registry.py:4,—,—,—,
SIG-ONTO-067,MUST,13.6 Predicates,covered+tested,MET,tests/ontology/test_predicate_registry.py:39,P01.1;P06.1,tests/ontology/test_predicate_registry.py:39,ADR-031,RISK-P1-03,—,
SIG-ONTO-068,MUST,13.7 Internationalization of vocabularies,covered+tested,MET,tests/connectors/test_france_belgium.py:7;connectors/src/connectors/france_belgium.py:25,P01.1;P18.1;P18.2,tests/connectors/test_france_belgium.py:7,ADR-056;ADR-057,RISK-P18-01,—,
SIG-ONTO-069,MUST,13.7 Internationalization of vocabularies,covered+tested,MET,tests/ontology/test_i18n.py:13;policy/src/policy/jurisdiction.py:120,P01.1;P18.1,tests/ontology/test_i18n.py:13,ADR-056,—,—,
SIG-PARSE-001,MUST,24.1 Layered strategy,covered+tested,MET,tests/parsing/test_claim.py:7;connectors/src/connectors/procurement.py:701,P07.1,tests/parsing/test_claim.py:7,ADR-033,—,—,
SIG-PARSE-002,MUST,24.1 Layered strategy,covered+tested,MET,tests/connectors/test_records.py:401;parsing/src/parsing/classification.py:4,P07.1,tests/connectors/test_records.py:401,ADR-033,—,—,
SIG-PARSE-003,MUST,24.1 Layered strategy,covered+tested,MET,tests/parsing/test_claim.py:6;parsing/src/parsing/__init__.py:14,P05.2;P07.1,tests/parsing/test_claim.py:6,ADR-030;ADR-033,RISK-P5-08;RISK-P7-02,—,
SIG-PARSE-004,MUST,24.1 Layered strategy,covered+tested,MET,tests/parsing/test_claim.py:5;parsing/src/parsing/reason_codes.py:29,P07.1,tests/parsing/test_claim.py:5,ADR-033,—,—,
SIG-PARSE-005,MUST,24.2 Reason-code normalization,covered+tested,MET,tests/parsing/test_reason_codes.py:4;parsing/src/parsing/reason_codes.py:11,P07.1,tests/parsing/test_reason_codes.py:4,ADR-033,—,—,
SIG-PARSE-006,MUST,24.2 Reason-code normalization,covered+tested,MET,tests/parsing/test_reason_codes.py:24;parsing/src/parsing/reason_codes.py:20,P07.1,tests/parsing/test_reason_codes.py:24,ADR-033,—,—,
SIG-PARSE-007,MUST,24.3 Parser drift,covered+tested,MET,tests/connectors/test_audit_structural.py:7;connectors/src/connectors/flock_portal.py:260,P04.2;P07.1,tests/connectors/test_audit_structural.py:7,ADR-028;ADR-033,RISK-P4-06;RISK-P4-04;RISK-P4-10,—,
SIG-PARSE-008,MUST,24.3 Parser drift,covered+tested,MET,tests/connectors/test_osm.py:375;connectors/src/connectors/flock_portal.py:258,P07.1,tests/connectors/test_osm.py:375,ADR-028;ADR-033,RISK-P7-06;RISK-P5-11,—,
SIG-PUB-001,MUST,43.1 The bright line,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:6089,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-PUB-002,MUST,43.2 Categorically excluded data,covered+untested,MET,policy/src/policy/publication.py:8,P00.2,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-PUB-003,MUST,43.2 Categorically excluded data,covered+tested,MET,tests/db/test_schema_integrity.py:143;policy/src/policy/officer.py:15,—,tests/db/test_schema_integrity.py:143,—,—,—,
SIG-PUB-003a,MUST,43.2a SIG must never become the de-pseudonymisation join,covered+untested,MET,api/src/api/terms.py:22,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-PUB-003b,MUST,43.2a SIG must never become the de-pseudonymisation join,covered+untested,MET,policy/src/policy/publication.py:15,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-PUB-003c,MUST,43.2a SIG must never become the de-pseudonymisation join,covered+untested,MET,policy/src/policy/publication.py:60,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-PUB-003d,SHOULD,43.2a SIG must never become the de-pseudonymisation join,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:6142,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-PUB-004,MUST,43.3 Coordinate sensitivity,covered+untested,MET,policy/src/policy/sensitivity.py:6,P00.2;P14.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-PUB-005,MUST,43.3 Coordinate sensitivity,covered+untested,MET,policy/src/policy/sensitivity.py:13,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-PUB-006,MUST,43.3 Coordinate sensitivity,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:6165,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-PUB-007,MUST,43.4 The officer-naming test,covered+tested,AT-RISK-INTEGRATION,tests/unit/test_policy_officer.py:4;policy/src/policy/threat_model.py:20,P00.2,tests/unit/test_policy_officer.py:4,—,—,P21.4,"web/ renders from fixtures (web/src/lib/*-fixture.ts), not the live export/API path; P19.5: reviewed at capstone closure — web still reads fixtures, live export/API wiring is P21.4 (LD-V08); re-routed P19.4:M→P21.4"
SIG-PUB-008,MUST,43.4 The officer-naming test,covered+tested,MET,tests/unit/test_policy_officer.py:4;policy/src/policy/officer.py:4,—,tests/unit/test_policy_officer.py:4,—,RISK-P0-05;RISK-P5-06,—,
SIG-PUB-009,MUST,43.4 The officer-naming test,covered+tested,MET,tests/unit/test_policy_officer.py:4;policy/src/policy/officer.py:4,—,tests/unit/test_policy_officer.py:4,—,—,—,
SIG-PUB-010,MUST,43.4 The officer-naming test,covered+tested,MET,tests/unit/test_policy_officer.py:4;policy/src/policy/officer.py:4,—,tests/unit/test_policy_officer.py:4,ADR-043,—,—,
SIG-PUB-011,MUST,43.5 Candidate assets and RF-derived leads,covered+untested,MET,policy/src/policy/sensitivity.py:67,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-PUB-012,MUST,43.5 Candidate assets and RF-derived leads,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:6193,—,—,—,—,P21.6,asset-promotion gate (human field / corroboration) not wired to a curation service
SIG-PUB-013,MUST,43.5 Candidate assets and RF-derived leads,covered+tested,MET,tests/unit/test_policy_sensitivity.py:35;policy/src/policy/sensitivity.py:15,—,tests/unit/test_policy_sensitivity.py:35,—,—,—,
SIG-PUB-014,MUST,43.5 Candidate assets and RF-derived leads,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:6200,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-PUB-014a,MUST,43.6a The republisher absorbs the consequence — a worked pre,covered+tested,MET,tests/unit/test_policy_threat_model.py:46;policy/src/policy/threat_model.py:20,—,tests/unit/test_policy_threat_model.py:46,—,—,—,
SIG-PUB-014b,MUST,43.6a The republisher absorbs the consequence — a worked pre,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:6235,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-PUB-015,MUST,43.7 Redaction,covered+untested,MISSING,docs/2_canonical_design_spec.md:6242,—,—,—,—,P21.4,redaction-as-new-capture / irreversible-published-artifact pipeline not built (publish step)
SIG-PUB-016,MUST,43.7 Redaction,covered+untested,MISSING,docs/2_canonical_design_spec.md:6246,—,—,—,—,P21.4,redaction-as-new-capture / irreversible-published-artifact pipeline not built (publish step)
SIG-PUB-017,MUST,43.8 Jurisdiction-conditional publication,covered+tested,MET,tests/unit/test_france_belgium_adapter.py:93;policy/src/policy/publication.py:16,P18.1,tests/unit/test_france_belgium_adapter.py:93,ADR-056,—,—,
SIG-RECON-001,MUST,27. Entity resolution pipeline,covered+tested,MET,tests/resolution/test_er_run.py:4;connectors/src/connectors/records.py:645,P05.1;P05.2,tests/resolution/test_er_run.py:4,ADR-029;ADR-030,—,—,
SIG-RECON-002,MUST,27. Entity resolution pipeline,covered+tested,MET,tests/resolution/test_er_run.py:142;resolution/src/resolution/er_run.py:14,P05.1,tests/resolution/test_er_run.py:142,ADR-029,—,—,
SIG-RECON-003,MUST,27. Entity resolution pipeline,covered+untested,MET,ADR-029-spli,—,—,ADR-029,—,—,"design recorded in ADR (ADR-029); implemented, not id-stamped in code"
SIG-RECON-004,MUST,"28.1 Rule-based and auditable, by requirement",covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/ruleset.py:6,P08.1,tests/reconcile/test_resolve.py:4,ADR-029,RISK-P5-05,—,
SIG-RECON-005,MUST,"28.1 Rule-based and auditable, by requirement",covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/ruleset.py:4,—,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-006,MUST,28.2 The algorithm,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,—,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-007,MUST,28.2 The algorithm,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,P08.1,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-008,MUST,28.3 Predicate volatility and currency,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,P01.1;P06.1,tests/reconcile/test_resolve.py:4,ADR-031,—,—,
SIG-RECON-009,MUST,28.3 Predicate volatility and currency,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/ruleset.py:11,P01.1,tests/reconcile/test_resolve.py:4,ADR-031,RISK-P1-04,—,
SIG-RECON-010,MUST,28.3 Predicate volatility and currency,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/ruleset.py:82,P01.1;P08.1,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-011,MUST,28.3 Predicate volatility and currency,covered+tested,MET,tests/connectors/test_flock_portal.py:461;connectors/src/connectors/flock_portal.py:667,P01.1;P11.2,tests/connectors/test_flock_portal.py:461,ADR-043,—,—,
SIG-RECON-012,MUST,28.4 Per-predicate strategies,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/ruleset.py:71,P01.1,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-013,MUST,28.4 Per-predicate strategies,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/ruleset.py:64,—,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-014,MUST,28.5 The ambiguity test — when SIG refuses to answer,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/ruleset.py:29,—,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-015,MUST,28.5 The ambiguity test — when SIG refuses to answer,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,P08.1,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-016,MUST,28.5 The ambiguity test — when SIG refuses to answer,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,—,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-017,MUST,28.5 The ambiguity test — when SIG refuses to answer,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,—,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-018,MUST,28.6 Independence and dependence discounting,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,—,tests/reconcile/test_resolve.py:4,—,—,—,
